customer_id,customer_name,city,signup_date,is_serial_returner
546,Naveen Iyer,Bangalore,2024-04-27,False
547,Diya Joseph,Bangalore,2025-01-10,False
548,Naveen Joseph,Delhi NCR,2025-01-23,False
549,Anjali Mathew,Kochi,2024-07-27,False
550,Lakshmi Iyer,Mumbai,2024-08-13,False
551,Sanjay Krishnan,Hyderabad,2025-01-29,False
552,Vivaan Bose,Chennai,2024-11-12,False
553,Meera Reddy,Hyderabad,2024-05-21,False
554,Kabir Joseph,Bangalore,2024-07-22,False
555,Manoj Kumar,Chennai,2024-07-23,False
556,Myra Joseph,Pune,2024-08-25,False
557,Rohan Gupta,Mumbai,2024-04-10,False
558,Neha Chatterjee,Kochi,2024-06-29,False
559,Anjali Nair,Kochi,2024-11-27,False
560,Aarav Reddy,Kochi,2024-08-09,False
561,Vikram Nair,Pune,2024-08-20,False
562,Aditya Chatterjee,Kochi,2024-07-26,False
563,Vivaan Shetty,Pune,2024-12-29,False
564,Priya Nair,Mumbai,2024-05-02,True
565,Sanjay Chatterjee,Pune,2024-07-26,False
566,Divya Bose,Pune,2024-10-22,False
567,Naveen Bose,Mumbai,2024-10-27,False
568,Arun Mathew,Kochi,2024-10-19,False
569,Pooja Pillai,Bangalore,2024-10-01,False
570,Rohan Singh,Hyderabad,2025-01-27,False
571,Diya Verma,Delhi NCR,2024-10-27,False
572,Priya Pai,Hyderabad,2024-08-19,False
573,Sanjay Bose,Mumbai,2024-08-07,False
574,Saanvi Iyer,Mumbai,2025-01-25,False
575,Suresh Sharma,Mumbai,2024-06-19,False
576,Meera Shetty,Chennai,2024-10-08,False
577,Vikram Krishnan,Kochi,2024-05-30,False
578,Divya Rao,Delhi NCR,2024-12-15,False
579,Manoj Mathew,Hyderabad,2024-09-23,False
580,Divya Das,Delhi NCR,2024-11-21,False
581,Myra Mathew,Bangalore,2024-10-29,False
582,Myra Verma,Hyderabad,2025-01-05,False
583,Divya Joseph,Bangalore,2024-11-18,False
584,Aarav Reddy,Delhi NCR,2024-10-30,False
585,Karthik Iyer,Bangalore,2024-08-07,False
586,Suresh Menon,Bangalore,2024-09-15,False
587,Priya Singh,Hyderabad,2025-01-16,False
588,Saanvi Pillai,Mumbai,2024-05-28,False
589,Arjun Chatterjee,Bangalore,2024-04-24,False
590,Anjali Menon,Mumbai,2024-04-29,True
591,Saanvi Chatterjee,Hyderabad,2025-02-13,False
592,Suresh Pai,Mumbai,2024-12-16,False
593,Kiara Shetty,Pune,2024-10-23,False
594,Meera Reddy,Hyderabad,2025-01-26,False
595,Ishaan Pillai,Delhi NCR,2024-05-27,False
596,Lakshmi Shetty,Mumbai,2025-01-18,False
597,Meera Mathew,Mumbai,2024-10-06,False
598,Sneha Rao,Bangalore,2024-09-26,False
599,Priya Nair,Delhi NCR,2024-06-04,False
600,Priya Joseph,Mumbai,2024-06-19,False
